시도,시군구,읍면동,lat,lon
전라남도,고흥군,도양읍소록출장소,34.531441,127.151378
전라남도,고흥군,도양읍시산출장소,34.531441,127.151378
전라남도,고흥군,풍양면,34.555351,127.242152
전라남도,고흥군,도덕면,34.573173,127.182004
전라남도,고흥군,금산면,34.459763,127.168571
전라남도,고흥군,도화면,34.49884,127.321217
전라남도,고흥군,포두면,34.565685,127.357454
전라남도,고흥군,봉래면,34.446432,127.493516
전라남도,고흥군,점암면,34.643539,127.40005
전라남도,고흥군,과역면,34.686806,127.384513
전라남도,고흥군,남양면,34.741539,127.359099
전라남도,고흥군,동강면,34.795367,127.335636
전라남도,고흥군,대서면,34.762443,127.281381
전라남도,고흥군,두원면,34.659564,127.277938
전라남도,고흥군,영남면,34.604738,127.455585
전라남도,고흥군,동일면,34.509477,127.46641
전라남도,보성군,보성읍,34.751022,127.06966
전라남도,보성군,벌교읍,34.846578,127.320671
전라남도,보성군,노동면,34.810926,127.053675
전라남도,보성군,미력면,34.808576,127.106458
전라남도,보성군,겸백면,34.825669,127.158483
전라남도,보성군,율어면,34.865951,127.202138
전라남도,보성군,복내면,34.898939,127.122833
전라남도,보성군,문덕면,34.938312,127.184646
전라남도,보성군,조성면,34.803483,127.239167
전라남도,보성군,득량면,34.751328,127.168096
전라남도,보성군,득량면예당출장소,34.751328,127.168096
전라남도,보성군,회천면,34.6923,127.09471
전라남도,보성군,웅치면,34.706897,127.021524
전라남도,화순군,화순읍,35.062164,126.963322
전라남도,화순군,한천면,34.970337,127.033152
전라남도,화순군,한천면영외출장소,34.970337,127.033152
전라남도,화순군,춘양면,34.941428,126.949583
전라남도,화순군,청풍면,34.876102,126.953762
전라남도,화순군,이양면,34.891022,127.030045
전라남도,화순군,능주면,35.00511,126.956548
전라남도,화순군,도곡면,35.00695,126.910501
전라남도,화순군,도암면,34.912464,126.889602
전라남도,화순군,이서면,35.106586,127.068906
전라남도,화순군,북면,35.162586,127.140275
전라남도,화순군,동복면,35.078282,127.147421
전라남도,화순군,남면,35.002094,127.124659
전라남도,화순군,동면,35.041116,127.043378
전라남도,장흥군,장흥읍,34.679745,126.904972
전라남도,장흥군,관산읍,34.553541,126.937638
전라남도,장흥군,대덕읍,34.493446,126.881881
전라남도,장흥군,용산면,34.613379,126.926136
전라남도,장흥군,안양면,34.655516,126.989815
전라남도,장흥군,장동면,34.746443,126.978607
전라남도,장흥군,장평면,34.807888,126.962953
전라남도,장흥군,유치면,34.796047,126.860481
전라남도,장흥군,부산면,34.732582,126.909342
전라남도,장흥군,회진면,34.477293,126.936526
전라남도,강진군,강진읍,34.630743,126.739839
전라남도,강진군,군동면,34.644576,126.823344
전라남도,강진군,칠량면,34.574398,126.830819
전라남도,강진군,대구면,34.514518,126.818184
전라남도,강진군,도암면,34.565082,126.722469
전라남도,강진군,신전면,34.496914,126.717358
전라남도,강진군,성전면,34.708986,126.712063
전라남도,강진군,작천면,34.70922,126.770481
전라남도,강진군,병영면,34.710573,126.825402
전라남도,강진군,옴천면,34.757874,126.787061
전라남도,강진군,마량면,34.473271,126.83074
전라남도,해남군,해남읍,34.558036,126.566155
전라남도,해남군,삼산면,34.511763,126.604082
전라남도,해남군,화산면,34.483256,126.495142
전라남도,해남군,현산면,34.45378,126.569517
전라남도,해남군,송지면,34.368303,126.535108
전라남도,해남군,북평면,34.388957,126.610245
전라남도,해남군,북일면,34.461784,126.678377
전라남도,해남군,옥천면,34.562801,126.655348
전라남도,해남군,계곡면,34.654674,126.638223
전라남도,해남군,마산면,34.620819,126.556898
전라남도,해남군,황산면,34.571364,126.445782
전라남도,해남군,산이면,34.657209,126.436261
전라남도,해남군,문내면,34.606932,126.327771
전라남도,해남군,화원면,34.688215,126.305317
전라남도,영암군,영암읍,34.791123,126.724915
전라남도,영암군,삼호읍,34.747142,126.463965
전라남도,영암군,삼호읍서부출장소,34.747142,126.463965
전라남도,영암군,덕진면,34.830054,126.701839
전라남도,영암군,금정면,34.853065,126.781794
전라남도,영암군,신북면,34.892339,126.689898
전라남도,영암군,시종면,34.869369,126.592083
전라남도,영암군,도포면,34.845162,126.641631
전라남도,영암군,군서면,34.779666,126.637505
전라남도,영암군,서호면,34.772656,126.574785
전라남도,영암군,학산면,34.731629,126.599282
전라남도,영암군,미암면,34.697092,126.562614
전라남도,무안군,무안읍,34.992461,126.471291
전라남도,무안군,일로읍,34.833873,126.508926
전라남도,무안군,삼향읍,34.846408,126.446772
전라남도,무안군,삼향읍남악출장소,34.846408,126.446772
전라남도,무안군,몽탄면,34.923593,126.499929
전라남도,무안군,청계면,34.930581,126.429504
전라남도,무안군,현경면,35.037539,126.412501
전라남도,무안군,망운면,34.999837,126.381211
전라남도,무안군,해제면,35.10195,126.29127
전라남도,무안군,운남면,34.951292,126.338575
전라남도,함평군,함평읍,35.067916,126.488862
전라남도,함평군,손불면,35.141491,126.431981
전라남도,함평군,신광면,35.162778,126.48779
전라남도,함평군,학교면,35.020804,126.56165
전라남도,함평군,엄다면,35.013434,126.514044
전라남도,함평군,대동면,35.100057,126.539509
전라남도,함평군,나산면,35.121915,126.604579
전라남도,함평군,해보면,35.169948,126.575943
전라남도,함평군,월야면,35.1911,126.626422
전라남도,영광군,영광읍,35.294801,126.505709
전라남도,영광군,백수읍,35.302022,126.402909
전라남도,영광군,홍농읍,35.401937,126.445501
전라남도,영광군,대마면,35.2996,126.591662
전라남도,영광군,묘량면,35.243726,126.559427
전라남도,영광군,불갑면,35.208939,126.512138
전라남도,영광군,군서면,35.26404,126.469701
전라남도,영광군,군남면,35.224124,126.438927
전라남도,영광군,염산면,35.217131,126.36531
전라남도,영광군,법성면,35.35346,126.471932
전라남도,영광군,낙월면,35.300124,126.088797
전라남도,영광군,낙월면안마출장소,35.300124,126.088797
전라남도,장성군,장성읍,35.326538,126.815867
전라남도,장성군,진원면,35.268689,126.840987
전라남도,장성군,남면,35.243471,126.798661
전라남도,장성군,동화면,35.264548,126.719014
전라남도,장성군,삼서면,35.232585,126.643651
전라남도,장성군,삼계면,35.285755,126.664761
전라남도,장성군,황룡면,35.307828,126.731582
전라남도,장성군,서삼면,35.349793,126.7514
전라남도,장성군,북일면,35.386481,126.777327
전라남도,장성군,북이면,35.431751,126.795728
전라남도,장성군,북하면,35.407123,126.868998
전라남도,완도군,완도읍,34.328584,126.715752
전라남도,완도군,금일읍,34.343542,127.058163
전라남도,완도군,노화읍,34.203003,126.56652
전라남도,완도군,노화읍넙도출장소,34.203003,126.56652
전라남도,완도군,군외면,34.364759,126.665901
전라남도,완도군,신지면,34.330723,126.839752
전라남도,완도군,고금면,34.403676,126.807314
전라남도,완도군,약산면,34.381116,126.905188
전라남도,완도군,청산면,34.163499,126.877075
전라남도,완도군,청산면모도출장소,34.163499,126.877075
전라남도,완도군,소안면,34.163873,126.646946
전라남도,완도군,금당면,34.435244,127.053545
전라남도,완도군,보길면,34.152299,126.546937
전라남도,완도군,생일면,34.31609,126.985761
전라남도,진도군,진도읍,34.490403,126.240049
전라남도,진도군,군내면,34.535073,126.282928
전라남도,진도군,고군면,34.486839,126.343584
전라남도,진도군,의신면,34.43302,126.291492
전라남도,진도군,임회면,34.394706,126.205529
전라남도,진도군,지산면,34.439655,126.157449
전라남도,진도군,조도면,34.313315,126.023796
전라남도,진도군,조도면가사출장소,34.313315,126.023796
전라남도,진도군,조도면거차출장소,34.313315,126.023796
전라남도,신안군,지도읍,35.060483,126.210251
전라남도,신안군,지도읍선도출장소,35.060483,126.210251
전라남도,신안군,압해읍,34.88264,126.301598
전라남도,신안군,압해읍매화출장소,34.88264,126.301598
전라남도,신안군,압해읍고이도출장소,34.88264,126.301598
전라남도,신안군,증도면,34.986367,126.156506
전라남도,신안군,증도면병풍출장소,34.986367,126.156506
전라남도,신안군,임자면,35.091979,126.081452
전라남도,신안군,자은면,34.88759,126.045614
전라남도,신안군,비금면,34.759624,125.947659
전라남도,신안군,도초면,34.677282,125.937015
전라남도,신안군,도초면우이도출장,34.677282,125.937015
전라남도,신안군,흑산면,34.531789,125.322743
전라남도,신안군,흑산면가거도출장,34.531789,125.322743
전라남도,신안군,흑산면태도출장소,34.531789,125.322743
전라남도,신안군,흑산면홍도출장소,34.531789,125.322743
전라남도,신안군,흑산면대둔도출장,34.531789,125.322743
전라남도,신안군,하의면,34.609982,126.020868
전라남도,신안군,신의면,34.57909,126.074737
전라남도,신안군,장산면,34.640102,126.155785
전라남도,신안군,안좌면,34.732289,126.127864
전라남도,신안군,안좌면자라출장소,34.732289,126.127864
전라남도,신안군,팔금면,34.785349,126.139546
전라남도,신안군,암태면,34.841267,126.108563
경상북도,포항시 남구,구룡포읍,35.985301,129.535429
경상북도,포항시 남구,연일읍,36.004189,129.316496
경상북도,포항시 남구,오천읍,35.918649,129.396512
경상북도,포항시 남구,대송면,35.944861,129.352928
경상북도,포항시 남구,동해면,35.997763,129.48694
경상북도,포항시 남구,장기면,35.902334,129.476568
경상북도,포항시 남구,호미곶면,36.052942,129.555276
경상북도,포항시 남구,상대동,36.012007,129.363692
경상북도,포항시 남구,해도동,36.019601,129.371089
경상북도,포항시 남구,송도동,36.033499,129.377277
경상북도,포항시 남구,청림동,36.000117,129.410712
경상북도,포항시 남구,제철동,35.992318,129.397155
경상북도,포항시 남구,효곡동,36.008041,129.330847
경상북도,포항시 남구,대이동,36.017234,129.342982
경상북도,포항시 북구,흥해읍,36.107586,129.342553
경상북도,포항시 북구,신광면,36.147019,129.254875
경상북도,포항시 북구,청하면,36.192162,129.324205
경상북도,포항시 북구,송라면,36.24476,129.320686
경상북도,포항시 북구,기계면,36.08745,129.178303
경상북도,포항시 북구,죽장면,36.214933,129.140775
경상북도,포항시 북구,죽장면상옥출장소,36.214933,129.140775
경상북도,포항시 북구,기북면,36.151387,129.183503
경상북도,포항시 북구,중앙동,36.037857,129.3674
경상북도,포항시 북구,양학동,36.025056,129.350237
경상북도,포항시 북구,죽도동,36.026105,129.359497
경상북도,포항시 북구,용흥동,36.041716,129.349723
경상북도,포항시 북구,우창동,36.054657,129.361731
경상북도,포항시 북구,두호동,36.063982,129.380084
경상북도,포항시 북구,장량동,36.070135,129.378759
경상북도,포항시 북구,환여동,36.069931,129.397938
경상북도,경주시,감포읍,35.806238,129.478526
경상북도,경주시,안강읍,35.981397,129.184153
경상북도,경주시,건천읍,35.831737,129.103245
경상북도,경주시,외동읍,35.712278,129.313413
경상북도,경주시,양북면,35.798579,129.413944
경상북도,경주시,양남면,35.704082,129.417765
경상북도,경주시,내남면,35.7476,129.174754
경상북도,경주시,산내면,35.749125,129.037357
경상북도,경주시,서면,35.896736,129.065466
경상북도,경주시,현곡면,35.896781,129.169965
경상북도,경주시,강동면,35.995421,129.272166
경상북도,경주시,천북면,35.90431,129.27671
경상북도,경주시,중부동,35.842076,129.206254
경상북도,경주시,황오동,35.84208,129.220168
경상북도,경주시,성건동,35.851076,129.204785
경상북도,경주시,황남동,35.834096,129.212884
경상북도,경주시,선도동,35.84364,129.174852
경상북도,경주시,월성동,35.836542,129.219651
경상북도,경주시,용강동,35.871726,129.232205
경상북도,경주시,황성동,35.868609,129.215182
경상북도,경주시,동천동,35.850882,129.237196
경상북도,경주시,불국동,35.775237,129.300534
경상북도,경주시,보덕동,35.834681,129.287448
경상북도,김천시,아포읍,36.15546,128.249745
경상북도,김천시,농소면,36.078672,128.184051
경상북도,김천시,남면,36.095391,128.240238
경상북도,김천시,개령면,36.1736,128.181482
경상북도,김천시,감문면,36.221445,128.171915
경상북도,김천시,어모면,36.203118,128.095344
경상북도,김천시,봉산면,36.17048,128.030733
경상북도,김천시,대항면,36.100552,128.007927
경상북도,김천시,감천면,36.06094,128.139941
경상북도,김천시,조마면,36.009742,128.118251
경상북도,김천시,구성면,36.042397,128.030816
경상북도,김천시,지례면,35.965131,128.046629
경상북도,김천시,부항면,36.000563,127.935697
경상북도,김천시,대덕면,35.91516,127.949527
경상북도,김천시,증산면,35.879015,128.030298
경상북도,김천시,자산동,36.122034,128.127873
경상북도,김천시,평화남산동,36.125252,128.109381
경상북도,김천시,양금동,36.11335,128.124116
경상북도,김천시,대신동,36.135177,128.11785
경상북도,김천시,대곡동,36.124413,128.089272
경상북도,김천시,지좌동,36.11504,128.136138
경상북도,김천시,율곡동,36.124562,128.186491
경상북도,안동시,풍산읍,36.593971,128.585186
경상북도,안동시,와룡면,36.630414,128.792663
경상북도,안동시,북후면,36.678375,128.675823
경상북도,안동시,서후면,36.628252,128.656322
경상북도,안동시,풍천면,36.525727,128.515842
경상북도,안동시,일직면,36.464467,128.637778
경상북도,안동시,남후면,36.528599,128.625619
경상북도,안동시,남선면,36.507836,128.753298
경상북도,안동시,임하면,36.510489,128.846834
경상북도,안동시,길안면,36.413065,128.915585
경상북도,안동시,임동면,36.578958,128.940032
경상북도,안동시,예안면,36.68424,128.912545
경상북도,안동시,도산면,36.748052,128.846704
경상북도,안동시,녹전면,36.750304,128.76854
경상북도,안동시,중구동,36.564736,128.737853
경상북도,안동시,명륜동,36.569382,128.729629
경상북도,안동시,용상동,36.553935,128.76009
경상북도,안동시,서구동,36.564337,128.717471
경상북도,안동시,태화동,36.560532,128.70879
경상북도,안동시,평화동,36.568605,128.715098
경상북도,안동시,안기동,36.579146,128.718592
경상북도,안동시,옥동,36.558911,128.691784
경상북도,안동시,송하동,36.570368,128.694288
경상북도,안동시,강남동,36.548815,128.726956
경상북도,구미시,선산읍,36.242507,128.292813
경상북도,구미시,고아읍,36.184211,128.328439
경상북도,구미시,무을면,36.267466,128.188544
경상북도,구미시,옥성면,36.303624,128.261185
경상북도,구미시,도개면,36.30426,128.353706
경상북도,구미시,해평면,36.2213,128.390661
경상북도,구미시,산동면,36.179312,128.454086
경상북도,구미시,장천면,36.148093,128.513925
경상북도,구미시,송정동,36.118564,128.346572
경상북도,구미시,원평1동,36.127046,128.339899
경상북도,구미시,원평2동,36.13088,128.325884
경상북도,구미시,도량동,36.142024,128.327597
경상북도,구미시,지산동,36.137031,128.349954
경상북도,구미시,선주원남동,36.142548,128.310186
경상북도,구미시,형곡1동,36.113975,128.334456
경상북도,구미시,형곡2동,36.106221,128.3355
경상북도,구미시,신평1동,36.12087,128.359236
경상북도,구미시,신평2동,36.122932,128.365821
경상북도,구미시,비산동,36.125016,128.379573
경상북도,구미시,공단1동,36.119307,128.37217
경상북도,구미시,공단2동,36.101405,128.384458
경상북도,구미시,광평동,36.109275,128.357783
경상북도,구미시,상모사곡동,36.099739,128.357873
경상북도,구미시,임오동,36.089123,128.36924
경상북도,구미시,인동동,36.107025,128.420649
경상북도,구미시,진미동,36.105986,128.418611
경상북도,구미시,양포동,36.13701,128.425798
경상북도,영주시,풍기읍,36.901989,128.488954
경상북도,영주시,이산면,36.817704,128.69044
경상북도,영주시,평은면,36.742066,128.700064
경상북도,영주시,문수면,36.748616,128.624198
경상북도,영주시,장수면,36.779734,128.568379
경상북도,영주시,안정면,36.842781,128.556826
경상북도,영주시,봉현면,36.827177,128.496885
경상북도,영주시,순흥면,36.93332,128.549435
경상북도,영주시,단산면,36.968337,128.594766
경상북도,영주시,부석면,36.990292,128.655622
경상북도,영주시,상망동,36.842736,128.645906
경상북도,영주시,하망동,36.828755,128.633233
경상북도,영주시,영주1동,36.826536,128.619909
경상북도,영주시,영주2동,36.820739,128.618775
경상북도,영주시,휴천1동,36.818482,128.629887
경상북도,영주시,휴천2동,36.81008,128.621749
경상북도,영주시,휴천3동,36.817809,128.625903
경상북도,영주시,가흥1동,36.818734,128.617941
경상북도,영주시,가흥2동,36.829354,128.611849
경상북도,영천시,금호읍,35.921699,128.899361
경상북도,영천시,청통면,35.994784,128.814924
경상북도,영천시,신녕면,36.054943,128.758782
경상북도,영천시,화산면,36.039559,128.855057
경상북도,영천시,화북면,36.130932,128.943593
경상북도,영천시,화남면,36.080969,128.896308
경상북도,영천시,자양면,36.101975,129.040477
경상북도,영천시,임고면,36.043116,129.034986
경상북도,영천시,고경면,35.983165,129.06167
경상북도,영천시,북안면,35.900618,129.003971
경상북도,영천시,대창면,35.864137,128.919128
경상북도,영천시,동부동,35.974544,128.942471
경상북도,영천시,중앙동,35.973399,128.929762
경상북도,영천시,서부동,35.963503,128.921597
경상북도,영천시,완산동,35.962153,128.952579
경상북도,영천시,남부동,35.957226,128.93271
경상북도,상주시,함창읍,36.549605,128.197772
경상북도,상주시,중동면,36.430634,128.286324
경상북도,상주시,사벌면,36.483233,128.22133
경상북도,상주시,낙동면,36.363842,128.23696
경상북도,상주시,낙동면동부출장소,36.363842,128.23696
경상북도,상주시,청리면,36.328555,128.134848
경상북도,상주시,공성면,36.288023,128.074563
경상북도,상주시,외남면,36.3592,128.082364
경상북도,상주시,내서면,36.413708,128.050208
경상북도,상주시,모동면,36.298731,127.967864
경상북도,상주시,모서면,36.334765,127.928473
경상북도,상주시,모서면서부출장소,36.334765,127.928473
경상북도,상주시,화동면,36.393685,127.956845
경상북도,상주시,화서면,36.453012,127.951022
경상북도,상주시,화북면,36.579858,127.883371
경상북도,상주시,화북면서부출장소,36.579858,127.883371
경상북도,상주시,외서면,36.482842,128.068053
경상북도,상주시,은척면,36.536962,128.047316
경상북도,상주시,은척면북부출장소,36.536962,128.047316
경상북도,상주시,공검면,36.51734,128.134215
경상북도,상주시,이안면,36.574383,128.12104
경상북도,상주시,화남면,36.451532,127.904459
경상북도,상주시,남원동,36.415477,128.152594
경상북도,상주시,북문동,36.429043,128.157784
경상북도,상주시,계림동,36.422122,128.164305
경상북도,상주시,동문동,36.417411,128.169157
경상북도,상주시,동성동,36.415283,128.169777
경상북도,상주시,신흥동,36.403625,128.159918
경상북도,문경시,문경읍,36.769687,128.127574
경상북도,문경시,문경읍갈평출장소,36.769687,128.127574
경상북도,문경시,가은읍,36.659934,128.01078
경상북도,문경시,가은읍북부출장소,36.659934,128.01078
경상북도,문경시,영순면,36.565618,128.251327
경상북도,문경시,산양면,36.622613,128.258947
경상북도,문경시,호계면,36.665569,128.200909
경상북도,문경시,산북면,36.713845,128.253455
경상북도,문경시,동로면,36.783039,128.296391
경상북도,문경시,마성면,36.686157,128.116168
경상북도,문경시,농암면,36.582888,127.980173
경상북도,문경시,점촌1동,36.598596,128.197796
경상북도,문경시,점촌2동,36.590172,128.196456
경상북도,문경시,점촌3동,36.602934,128.206425
경상북도,문경시,점촌4동,36.605632,128.182388
경상북도,문경시,점촌5동,36.591096,128.187696
경상북도,경산시,하양읍,35.913771,128.787191
경상북도,경산시,진량읍,35.870864,128.83466
경상북도,경산시,와촌면,35.956769,128.797229
경상북도,경산시,자인면,35.822284,128.824268
경상북도,경산시,용성면,35.800046,128.901252
경상북도,경산시,남산면,35.771633,128.822518
경상북도,경산시,압량면,35.845101,128.77883
경상북도,경산시,남천면,35.755768,128.738084
경상북도,경산시,중방동,35.827926,128.736848
경상북도,경산시,중앙동,35.820056,128.74004
경상북도,경산시,남부동,35.813481,128.739271
경상북도,경산시,서부1동,35.820624,128.728105
경상북도,경산시,서부2동,35.827533,128.725855
경상북도,경산시,북부동,35.833301,128.746516
경상북도,경산시,동부동,35.819873,128.753517
경상북도,군위군,군위읍,36.237097,128.572792
경상북도,군위군,소보면,36.262446,128.476858
경상북도,군위군,효령면,36.138298,128.597106
경상북도,군위군,부계면,36.062223,128.660303
경상북도,군위군,우보면,36.169838,128.659804
경상북도,군위군,의흥면,36.17047,128.738208
경상북도,군위군,산성면,36.100795,128.709669
경상북도,군위군,고로면,36.15118,128.820395
경상북도,의성군,의성읍,36.348986,128.699871
경상북도,의성군,단촌면,36.427781,128.698381
경상북도,의성군,점곡면,36.411713,128.767332
경상북도,의성군,옥산면,36.362649,128.832092
경상북도,의성군,사곡면,36.298084,128.795076
경상북도,의성군,춘산면,36.240585,128.817757
경상북도,의성군,가음면,36.220827,128.747801
경상북도,의성군,금성면,36.259723,128.684941
경상북도,의성군,봉양면,36.304697,128.609741
경상북도,의성군,비안면,36.338266,128.516553
경상북도,의성군,구천면,36.332209,128.422669
경상북도,의성군,단밀면,36.364859,128.354035
경상북도,의성군,단북면,36.395485,128.396759
경상북도,의성군,안계면,36.393809,128.461695
경상북도,의성군,다인면,36.459847,128.370176
경상북도,의성군,신평면,36.470125,128.512818
경상북도,의성군,안평면,36.386317,128.585666
경상북도,의성군,안사면,36.457056,128.45541
경상북도,청송군,청송읍,36.423023,129.09837
경상북도,청송군,주왕산면,36.436256,129.057101
경상북도,청송군,부남면,36.29587,129.131387
경상북도,청송군,현동면,36.255503,129.029768
경상북도,청송군,현서면,36.228255,128.928943
경상북도,청송군,안덕면,36.31913,128.984834
경상북도,청송군,파천면,36.453039,129.0279
경상북도,청송군,진보면,36.524337,129.062306
경상북도,영양군,영양읍,36.652512,129.171835
경상북도,영양군,입암면,36.599457,129.059569
경상북도,영양군,청기면,36.716089,129.041961
경상북도,영양군,일월면,36.760787,129.126833
경상북도,영양군,수비면,36.787306,129.221959
경상북도,영양군,석보면,36.555315,129.172421
경상북도,영덕군,영덕읍,36.437062,129.381419
경상북도,영덕군,강구면,36.38167,129.3678
경상북도,영덕군,남정면,36.313705,129.335712
경상북도,영덕군,달산면,36.374271,129.272479
경상북도,영덕군,지품면,36.458847,129.247721
경상북도,영덕군,지품면원전출장소,36.458847,129.247721
경상북도,영덕군,축산면,36.495393,129.382276
경상북도,영덕군,축산면축산출장소,36.495393,129.382276
경상북도,영덕군,영해면,36.53097,129.334927
경상북도,영덕군,병곡면,36.608111,129.385257
경상북도,영덕군,창수면,36.602678,129.296261
경상북도,청도군,화양읍,35.666045,128.716272
경상북도,청도군,화양읍남성현출장,35.666045,128.716272
경상북도,청도군,청도읍,35.62806,128.756538
경상북도,청도군,청도읍유호출장소,35.62806,128.756538
경상북도,청도군,각남면,35.617176,128.655874
경상북도,청도군,풍각면,35.637866,128.577583
경상북도,청도군,각북면,35.698903,128.58189
경상북도,청도군,이서면,35.688934,128.662129
경상북도,청도군,운문면,35.711167,128.975277
경상북도,청도군,금천면,35.702443,128.897555
경상북도,청도군,매전면,35.664358,128.830274
경상북도,고령군,대가야읍,35.729298,128.19705
경상북도,고령군,덕곡면,35.782556,128.203863
경상북도,고령군,운수면,35.78322,128.296362
경상북도,고령군,성산면,35.756386,128.356429
경상북도,고령군,다산면,35.821774,128.419327
경상북도,고령군,개진면,35.715909,128.364626
경상북도,고령군,우곡면,35.660915,128.347268
경상북도,고령군,쌍림면,35.680148,128.231806
경상북도,성주군,성주읍,35.91798,128.280543
경상북도,성주군,선남면,35.903725,128.350896
경상북도,성주군,용암면,35.845284,128.314815
경상북도,성주군,수륜면,35.828058,128.202407
경상북도,성주군,가천면,35.866512,128.128026
경상북도,성주군,금수면,35.924264,128.124119
경상북도,성주군,대가면,35.902323,128.215735
경상북도,성주군,벽진면,35.973863,128.198355
경상북도,성주군,초전면,36.007146,128.248145
경상북도,성주군,월항면,35.97523,128.306858
경상북도,칠곡군,왜관읍,35.977307,128.424051
경상북도,칠곡군,북삼읍,36.060213,128.330909
경상북도,칠곡군,석적읍,36.051575,128.433983
경상북도,칠곡군,지천면,35.961627,128.48736
경상북도,칠곡군,동명면,36.009488,128.56312
경상북도,칠곡군,가산면,36.07013,128.542837
경상북도,칠곡군,약목면,36.028064,128.365105
경상북도,칠곡군,기산면,35.982744,128.356801
경상북도,예천군,예천읍,36.656665,128.453439
경상북도,예천군,용문면,36.70636,128.3944
경상북도,예천군,감천면,36.732822,128.516284
경상북도,예천군,보문면,36.677238,128.552072
경상북도,예천군,호명면,36.606752,128.475268
경상북도,예천군,유천면,36.653019,128.365976
경상북도,예천군,용궁면,36.605382,128.304708
경상북도,예천군,개포면,36.609527,128.368721
경상북도,예천군,지보면,36.55326,128.389778
경상북도,예천군,풍양면,36.513181,128.303397
경상북도,예천군,효자면,36.793825,128.4222
경상북도,예천군,은풍면,36.745115,128.442257
경상북도,봉화군,봉화읍,36.889986,128.707302
경상북도,봉화군,물야면,36.973266,128.733343
경상북도,봉화군,봉성면,36.917613,128.809317
경상북도,봉화군,법전면,36.909874,128.918222
경상북도,봉화군,춘양면,37.003625,128.853373
경상북도,봉화군,소천면,36.94732,129.026633
경상북도,봉화군,재산면,36.821807,129.000563
경상북도,봉화군,명호면,36.839218,128.888148
경상북도,봉화군,상운면,36.834783,128.774979
경상북도,봉화군,석포면,37.050684,129.056826
경상북도,울진군,울진읍,37.001052,129.346034
경상북도,울진군,평해읍,36.729847,129.436744
경상북도,울진군,북면,37.074273,129.30826
경상북도,울진군,북면하당출장소,36.993068,129.400533
경상북도,울진군,근남면,36.945961,129.360107
경상북도,울진군,기성면,36.804672,129.407683
경상북도,울진군,온정면,36.717492,129.342659
경상북도,울진군,죽변면,37.053838,129.394364
경상북도,울진군,후포면,36.679472,129.427237
경상북도,울진군,금강송면,36.946697,129.188136
경상북도,울진군,매화면,36.863529,129.315155
경상북도,울릉군,울릉읍,37.495375,130.898288
경상북도,울릉군,서면,37.494823,130.831927
경상북도,울릉군,서면태하출장소,37.484503,130.905577
경상북도,울릉군,북면,37.528352,130.866561
경상남도,창원시 의창구,동읍,35.308344,128.669592
경상남도,창원시 의창구,북면,35.33062,128.605956
경상남도,창원시 의창구,대산면,35.34276,128.710536
경상남도,창원시 의창구,의창동,35.262117,128.622965
경상남도,창원시 의창구,팔룡동,35.255534,128.612837
경상남도,창원시 의창구,명곡동,35.253387,128.647854
경상남도,창원시 의창구,봉림동,35.256019,128.671073
경상남도,창원시 의창구,용지동,35.232641,128.681483
경상남도,창원시 성산구,반송동,35.240465,128.671945
경상남도,창원시 성산구,중앙동,35.225036,128.67128
경상남도,창원시 성산구,상남동,35.218472,128.684528
경상남도,창원시 성산구,사파동,35.22358,128.699213
경상남도,창원시 성산구,가음정동,35.208491,128.686563
경상남도,창원시 성산구,성주동,35.193088,128.703355
경상남도,창원시 성산구,웅남동,35.211238,128.656108
경상남도,창원시 마산합포구,구산면,35.096328,128.57739
경상남도,창원시 마산합포구,진동면,35.134082,128.508581
경상남도,창원시 마산합포구,진북면,35.149402,128.459969
경상남도,창원시 마산합포구,진전면,35.131271,128.40282
경상남도,창원시 마산합포구,현동,35.143498,128.550694
경상남도,창원시 마산합포구,가포동,35.161196,128.573491
경상남도,창원시 마산합포구,월영동,35.180233,128.554312
경상남도,창원시 마산합포구,문화동,35.187937,128.556846
경상남도,창원시 마산합포구,반월중앙동,35.193943,128.562235
경상남도,창원시 마산합포구,완월동,35.198176,128.549196
경상남도,창원시 마산합포구,자산동,35.204605,128.560606
경상남도,창원시 마산합포구,교방동,35.210286,128.552418
경상남도,창원시 마산합포구,노산동,35.212654,128.574215
경상남도,창원시 마산합포구,오동동,35.206675,128.580576
경상남도,창원시 마산합포구,합포동,35.21062,128.57922
경상남도,창원시 마산합포구,산호동,35.215208,128.583185
경상남도,창원시 마산회원구,내서읍,35.23046,128.513313
경상남도,창원시 마산회원구,회원1동,35.218234,128.574188
경상남도,창원시 마산회원구,회원2동,35.218879,128.569294
경상남도,창원시 마산회원구,석전동,35.230517,128.571045
경상남도,창원시 마산회원구,회성동,35.235675,128.559073
경상남도,창원시 마산회원구,양덕1동,35.232293,128.586207
경상남도,창원시 마산회원구,양덕2동,35.229058,128.583998
경상남도,창원시 마산회원구,합성1동,35.247227,128.588468
경상남도,창원시 마산회원구,합성2동,35.238997,128.586739
경상남도,창원시 마산회원구,구암1동,35.249375,128.593517
경상남도,창원시 마산회원구,구암2동,35.249063,128.598338
경상남도,창원시 마산회원구,봉암동,35.224668,128.606102
경상남도,창원시 진해구,중앙동,35.149191,128.661415
경상남도,창원시 진해구,태평동,35.145494,128.664963
경상남도,창원시 진해구,충무동,35.151958,128.666464
경상남도,창원시 진해구,여좌동,35.157285,128.663281
경상남도,창원시 진해구,태백동,35.169826,128.666083
