AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
60대,3단계비만,M,1등급,마무리운동,3,누워서 전신 뻗기
60대,3단계비만,M,1등급,마무리운동,4,엉덩이 스트레칭
60대,3단계비만,M,1등급,마무리운동,5,목 스트레칭
60대,정상,F,참가증,준비운동,5,작은 공을 이용한 동적 루틴 스트레칭
60대,정상,F,참가증,본운동,1,달리기
60대,정상,F,참가증,본운동,2,앉았다 일어서기
60대,정상,F,참가증,본운동,3,엎드려 버티기
60대,정상,F,참가증,본운동,4,볼 튕기면서 스쿼트
60대,정상,F,참가증,본운동,5,팔굽혀 펴기
60대,정상,F,참가증,마무리운동,1,하지 루틴 스트레칭2
60대,저체중,M,참가증,마무리운동,2,상지 루틴 스트레칭
60대,저체중,M,참가증,마무리운동,3,엉덩이 스트레칭
60대,저체중,M,참가증,마무리운동,4,목 스트레칭
60대,저체중,M,참가증,마무리운동,5,하지 루틴 스트레칭1
60대,비만전단계비만,F,참가증,준비운동,1,몸통 들어올리기
60대,정상,F,2등급,본운동,4,벽에서 팔굽혀 펴기
60대,정상,F,2등급,본운동,5,몸 앞으로 굽히기
60대,정상,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
60대,정상,F,2등급,마무리운동,2,무릎굽혀 원 그리기
60대,정상,F,2등급,마무리운동,3,전신 루틴 스트레칭
60대,정상,F,2등급,마무리운동,4,공에 엎드려서 상체 들어올리기
60대,정상,F,2등급,마무리운동,5,엎드려 양팔 및 다리 들어올리기
60대,저체중,F,2등급,마무리운동,4,메디신볼 운동  루틴프로그램
60대,저체중,F,2등급,마무리운동,5,전진 점프하며 발 뒤꿈치 찍기
60대,저체중,M,2등급,준비운동,1,트레드밀에서 걷기
60대,저체중,M,2등급,준비운동,2,가슴/어깨 앞쪽 스트레칭
60대,저체중,M,2등급,준비운동,3,등/어깨 뒤쪽 스트레칭
60대,저체중,M,2등급,준비운동,4,짐볼을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,F,2등급,준비운동,5,깍지끼고 목 들어올리기
60대,비만전단계비만,F,2등급,본운동,1,몸통 들어올리기
60대,비만전단계비만,F,2등급,본운동,2,볼 튕기면서 스쿼트
60대,비만전단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
60대,비만전단계비만,F,2등급,본운동,4,밴드 잡고 누워서 다리 밀기
60대,비만전단계비만,F,2등급,본운동,5,벽에서 팔굽혀 펴기
60대,비만전단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
60대,비만전단계비만,F,2등급,마무리운동,2,무릎굽혀 원 그리기
60대,비만전단계비만,F,2등급,마무리운동,3,누워 발목 당겨주기
60대,비만전단계비만,F,2등급,마무리운동,4,서서 발목 뒤로 당기기
60대,비만전단계비만,F,2등급,마무리운동,5,콘운동  루틴프로그램
60대,비만전단계비만,M,2등급,마무리운동,5,전신 루틴 스트레칭
60대,2단계비만,F,2등급,마무리운동,4,누워 다리 들어올리기
60대,2단계비만,F,2등급,마무리운동,5,메디신 볼 잡고 팔굽혀펴기
60대,2단계비만,M,2등급,준비운동,1,짐볼을 이용한 동적 루틴 스트레칭
60대,2단계비만,M,2등급,준비운동,2,작은 공을 이용한 동적 루틴 스트레칭
60대,2단계비만,M,2등급,준비운동,3,무릎굽혀 원 그리기
60대,2단계비만,M,2등급,준비운동,4,목 돌리기
60대,2단계비만,M,2등급,준비운동,5,하지 루틴 스트레칭1
60대,2단계비만,M,2등급,본운동,1,밴드 잡고 누워서 다리 밀기
60대,2단계비만,M,2등급,본운동,2,목봉잡고 앉았다 일어나기
60대,2단계비만,M,2등급,본운동,3,몸통 들어올리기
60대,2단계비만,M,2등급,본운동,4,앉아서 다리 굽히기
60대,2단계비만,M,2등급,본운동,5,앉아서 다리 밀기
60대,2단계비만,M,2등급,마무리운동,1,목 스트레칭
60대,2단계비만,M,2등급,마무리운동,2,엉덩이 스트레칭
60대,2단계비만,M,2등급,마무리운동,3,상지 루틴 스트레칭
60대,3단계비만,F,2등급,마무리운동,4,관절염을 위한 근력운동2
60대,3단계비만,F,2등급,마무리운동,5,의자 이용하기
60대,비만전단계비만,M,참가증,마무리운동,3,하지 루틴 스트레칭1
60대,비만전단계비만,M,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
60대,비만전단계비만,M,참가증,준비운동,2,목 스트레칭
60대,비만전단계비만,M,참가증,준비운동,3,짐볼을 이용한 동적 루틴 스트레칭
60대,비만전단계비만,M,참가증,준비운동,4,허리 스트레칭
60대,비만전단계비만,M,참가증,준비운동,5,전신 루틴 스트레칭
60대,비만전단계비만,M,참가증,본운동,1,달리기
60대,비만전단계비만,M,참가증,본운동,2,엎드려 버티기
60대,비만전단계비만,M,참가증,본운동,3,앉았다 일어서기
60대,비만전단계비만,M,참가증,본운동,4,윗몸올리기
60대,비만전단계비만,M,참가증,본운동,5,팔굽혀 펴기
60대,비만전단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
60대,비만전단계비만,M,참가증,마무리운동,2,상지 루틴 스트레칭
60대,2단계비만,F,참가증,마무리운동,1,엉덩이 스트레칭
60대,2단계비만,F,참가증,마무리운동,2,목 스트레칭
60대,2단계비만,F,참가증,마무리운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
60대,2단계비만,F,참가증,마무리운동,4,상지 루틴 스트레칭
60대,2단계비만,F,참가증,마무리운동,5,무릎굽혀 원 그리기
60대,3단계비만,F,참가증,준비운동,2,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,F,참가증,준비운동,3,깍지 끼고 상체 숙이기
60대,3단계비만,F,참가증,준비운동,4,팔꿈치 맞닿아 원그리기
60대,3단계비만,F,참가증,준비운동,5,어깨 스트레칭
60대,3단계비만,F,참가증,본운동,1,팔굽혀 펴기
60대,3단계비만,F,참가증,본운동,2,버피 테스트
60대,3단계비만,M,2등급,본운동,2,목봉잡고 앉았다 일어나기
60대,3단계비만,M,2등급,본운동,3,몸통 들어올리기
60대,3단계비만,M,2등급,본운동,4,누워서 팔 다리 동시에 들어올리기
60대,3단계비만,M,2등급,본운동,5,누워서 밀기
60대,3단계비만,M,2등급,마무리운동,1,엉덩이 스트레칭
60대,3단계비만,M,2등급,마무리운동,2,목 스트레칭
60대,3단계비만,M,2등급,마무리운동,3,상지 루틴 스트레칭
60대,3단계비만,M,2등급,마무리운동,4,전신 루틴 스트레칭
60대,3단계비만,M,2등급,마무리운동,5,아래 팔 스트레칭
60대,3단계비만,M,3등급,준비운동,1,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,M,3등급,준비운동,2,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,M,3등급,준비운동,3,탄력밴드 어깨 가쪽 돌림
60대,3단계비만,M,3등급,준비운동,4,옆구리늘리기
60대,3단계비만,M,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
60대,3단계비만,M,3등급,본운동,2,수영
60대,3단계비만,M,3등급,본운동,3,실내 자전거타기
60대,3단계비만,M,3등급,본운동,4,트레드밀에서 걷기
60대,3단계비만,M,3등급,본운동,5,엎드려서 팔 다리 들기
60대,3단계비만,M,3등급,마무리운동,1,엉덩이 스트레칭
60대,3단계비만,F,참가증,마무리운동,3,짐볼 앉기 평형성 운동 루틴 프로그램
60대,3단계비만,F,참가증,마무리운동,4,상지 루틴 스트레칭
60대,3단계비만,F,참가증,마무리운동,5,무릎굽혀 원 그리기
60대,3단계비만,M,참가증,준비운동,1,유산소 운동 전 동적 루틴 스트레칭
60대,3단계비만,M,참가증,준비운동,2,짐볼을 이용한 동적 루틴 스트레칭
60대,3단계비만,M,참가증,준비운동,3,작은 공을 이용한 동적 루틴 스트레칭
60대,3단계비만,M,참가증,준비운동,4,상지 루틴 스트레칭
60대,3단계비만,M,참가증,준비운동,5,하지 루틴 스트레칭1
60대,3단계비만,M,참가증,본운동,1,달리기
60대,3단계비만,M,참가증,본운동,2,팔굽혀 펴기
60대,3단계비만,M,참가증,본운동,3,엎드려 버티기
60대,3단계비만,M,참가증,본운동,4,수영
60대,3단계비만,M,참가증,본운동,5,앉았다 일어서기
60대,3단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
60대,3단계비만,M,참가증,마무리운동,2,상지 루틴 스트레칭
60대,3단계비만,M,참가증,마무리운동,3,엉덩이 스트레칭
60대,3단계비만,M,참가증,마무리운동,4,목 스트레칭
60대,3단계비만,M,참가증,마무리운동,5,전신 루틴 스트레칭
70대 이상,3단계비만,M,1등급,본운동,2,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,3단계비만,M,1등급,본운동,3,밴드 걸고 앉아서 발등 굽힘
70대 이상,3단계비만,M,1등급,본운동,4,몸통 들어올리기
70대 이상,3단계비만,M,1등급,본운동,5,밴드 걸고 누워서 다리 들어올리기
70대 이상,3단계비만,M,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,M,1등급,마무리운동,2,엉덩이 스트레칭2
70대 이상,3단계비만,M,1등급,마무리운동,3,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,M,1등급,마무리운동,4,목 스트레칭
70대 이상,3단계비만,M,1등급,마무리운동,5,옆구리 스트레칭
70대 이상,저체중,M,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,저체중,M,1등급,본운동,5,밴드 걸고 앉아서 발등 굽힘
70대 이상,저체중,M,1등급,본운동,4,짐볼에서 윗몸 일으키기
70대 이상,저체중,M,1등급,본운동,3,밴드 걸고 누워서 다리 들어올리기
70대 이상,저체중,M,1등급,본운동,2,몸통 들어올리기
70대 이상,저체중,M,1등급,본운동,1,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,저체중,M,1등급,준비운동,5,팔꿈치 맞닿아 원그리기
70대 이상,저체중,M,1등급,준비운동,4,깍지 끼고 상체 숙이기
70대 이상,저체중,M,1등급,준비운동,3,양팔 벌려 전신 비틀기
70대 이상,저체중,M,1등급,준비운동,2,어깨 스트레칭
70대 이상,저체중,M,1등급,준비운동,1,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,F,1등급,마무리운동,5,목 스트레칭
70대 이상,저체중,F,1등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,F,1등급,마무리운동,3,엉덩이 스트레칭2
70대 이상,저체중,F,1등급,마무리운동,2,옆구리 스트레칭
70대 이상,저체중,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,저체중,F,1등급,본운동,5,밴드 걸고 누워서 다리 들어올리기
70대 이상,저체중,F,1등급,본운동,4,몸통 들어올리기
70대 이상,저체중,F,1등급,본운동,3,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,저체중,F,1등급,본운동,2,밴드 걸고 앉아서 발등 굽힘
70대 이상,저체중,F,1등급,본운동,1,짐볼에서 윗몸 일으키기
70대 이상,저체중,F,1등급,준비운동,5,몸통 들어올리기
70대 이상,저체중,F,1등급,준비운동,4,팔꿈치 맞닿아 원그리기
70대 이상,저체중,F,1등급,준비운동,3,어깨 스트레칭
70대 이상,저체중,F,1등급,준비운동,2,깍지 끼고 상체 숙이기
70대 이상,저체중,F,1등급,준비운동,1,양팔 벌려 전신 비틀기
70대 이상,정상,M,1등급,마무리운동,5,목 스트레칭
70대 이상,정상,M,1등급,마무리운동,4,엉덩이 스트레칭2
70대 이상,정상,M,1등급,마무리운동,3,옆구리 스트레칭
70대 이상,정상,M,1등급,마무리운동,2,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,F,참가증,마무리운동,2,옆구리 스트레칭
70대 이상,정상,M,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,정상,M,1등급,본운동,5,밴드 걸고 앉아서 발등 굽힘
70대 이상,정상,M,1등급,본운동,4,밴드 걸고 누워서 다리 들어올리기
70대 이상,정상,M,1등급,본운동,3,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,정상,M,1등급,본운동,2,줄넘기
70대 이상,정상,M,1등급,본운동,1,엎드려 버티기
70대 이상,정상,M,1등급,준비운동,5,유산소 운동 전 동적 루틴 스트레칭
70대 이상,정상,M,1등급,준비운동,4,어깨 스트레칭
70대 이상,정상,M,1등급,준비운동,3,팔꿈치 맞닿아 원그리기
70대 이상,정상,M,1등급,준비운동,2,양팔 벌려 전신 비틀기
70대 이상,정상,M,1등급,준비운동,1,깍지 끼고 상체 숙이기
70대 이상,정상,F,1등급,마무리운동,5,목 스트레칭
70대 이상,정상,F,1등급,마무리운동,4,옆구리 스트레칭
70대 이상,정상,F,1등급,마무리운동,3,엉덩이 스트레칭2
70대 이상,정상,F,1등급,마무리운동,2,등/어깨 뒤쪽 스트레칭
70대 이상,정상,F,1등급,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,정상,F,1등급,본운동,5,밴드 걸고 앉아서 발등 굽힘
70대 이상,정상,F,1등급,본운동,4,밴드 걸고 누워서 다리 들어올리기
70대 이상,정상,F,1등급,본운동,3,몸통 들어올리기
70대 이상,정상,F,1등급,본운동,2,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,정상,F,1등급,본운동,1,짐볼에서 윗몸 일으키기
70대 이상,정상,F,1등급,준비운동,5,앉아서 밴드 잡고 몸통 돌리기
70대 이상,정상,F,1등급,준비운동,4,양팔 벌려 전신 비틀기
70대 이상,정상,F,1등급,준비운동,3,깍지 끼고 상체 숙이기
70대 이상,정상,F,1등급,준비운동,2,팔꿈치 맞닿아 원그리기
70대 이상,정상,F,1등급,준비운동,1,어깨 스트레칭
70대 이상,비만전단계비만,F,참가증,마무리운동,1,무릎굽혀 원 그리기
70대 이상,비만전단계비만,F,참가증,본운동,5,상지 루틴 스트레칭
70대 이상,저체중,M,참가증,본운동,4,엎드려 버티기
70대 이상,저체중,M,참가증,본운동,3,앉았다 일어서기
70대 이상,저체중,M,참가증,본운동,2,바벨 끌어당기기
70대 이상,저체중,M,참가증,본운동,1,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,저체중,M,참가증,준비운동,5,유산소 운동 전 동적 루틴 스트레칭
70대 이상,저체중,M,참가증,준비운동,4,트레드밀에서 걷기
70대 이상,저체중,M,참가증,준비운동,3,가슴/어깨 앞쪽 스트레칭
70대 이상,3단계비만,M,3등급,마무리운동,5,전신 루틴 스트레칭
70대 이상,2단계비만,F,3등급,마무리운동,5,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,F,3등급,마무리운동,4,넙다리 뒤쪽 스트레칭
70대 이상,2단계비만,F,3등급,마무리운동,3,옆구리 스트레칭
70대 이상,2단계비만,F,3등급,마무리운동,2,목 스트레칭
70대 이상,2단계비만,F,3등급,마무리운동,1,엉덩이 스트레칭2
70대 이상,2단계비만,F,3등급,본운동,5,누워서 다리 들어올리기
70대 이상,2단계비만,F,3등급,본운동,4,벽에서 팔굽혀 펴기
70대 이상,2단계비만,F,3등급,본운동,3,누워서 배가로근 수축 II
70대 이상,2단계비만,F,3등급,본운동,2,네발기기 자세로 팔 다리 들기
70대 이상,2단계비만,F,3등급,본운동,1,네발기기 자세에서 다리 위로 뻗어올리기
70대 이상,1단계비만,M,3등급,준비운동,4,옆구리늘리기
70대 이상,비만전단계비만,M,3등급,마무리운동,5,전신 루틴 스트레칭
70대 이상,비만전단계비만,M,3등급,마무리운동,4,상지 루틴 스트레칭
70대 이상,비만전단계비만,M,3등급,마무리운동,3,엉덩이 스트레칭
70대 이상,비만전단계비만,M,3등급,마무리운동,2,목 스트레칭
70대 이상,비만전단계비만,M,3등급,마무리운동,1,조깅
70대 이상,비만전단계비만,M,3등급,본운동,5,전신 루틴 스트레칭
70대 이상,비만전단계비만,M,3등급,본운동,4,하지 루틴 스트레칭1
70대 이상,비만전단계비만,M,3등급,본운동,3,등/어깨 뒤쪽 스트레칭
70대 이상,정상,M,3등급,마무리운동,2,전신 루틴 스트레칭
70대 이상,정상,M,3등급,마무리운동,1,상지 루틴 스트레칭
70대 이상,정상,M,3등급,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,정상,M,3등급,본운동,4,누워서 엉덩이 들어올리기
70대 이상,정상,M,3등급,본운동,3,엎드려 버티기
70대 이상,정상,M,3등급,본운동,2,앉았다 일어서기
70대 이상,정상,M,3등급,본운동,1,달리기
70대 이상,정상,M,3등급,준비운동,5,탄력밴드 어깨 가쪽 돌림
70대 이상,정상,M,3등급,준비운동,4,옆구리늘리기
70대 이상,정상,M,3등급,준비운동,3,짐볼을 이용한 동적 루틴 스트레칭
70대 이상,정상,M,3등급,준비운동,2,앉아서 밴드 잡고 몸통 돌리기
70대 이상,3단계비만,M,참가증,준비운동,5,깍지 끼고 상체 숙이기
70대 이상,3단계비만,M,참가증,준비운동,4,목 스트레칭
70대 이상,3단계비만,M,참가증,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
70대 이상,3단계비만,M,참가증,준비운동,2,하지 루틴 스트레칭1
70대 이상,3단계비만,M,참가증,준비운동,1,상지 루틴 스트레칭
70대 이상,3단계비만,F,참가증,마무리운동,5,목 스트레칭
70대 이상,3단계비만,F,참가증,마무리운동,4,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,F,참가증,마무리운동,3,옆구리 스트레칭
70대 이상,3단계비만,F,참가증,마무리운동,2,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,F,참가증,마무리운동,1,엉덩이 스트레칭2
70대 이상,3단계비만,F,참가증,본운동,5,밴드 걸고 앉아서 발등 굽힘
70대 이상,3단계비만,F,참가증,본운동,4,짐볼에서 윗몸 일으키기
70대 이상,3단계비만,F,참가증,본운동,3,몸통 들어올리기
70대 이상,3단계비만,F,참가증,본운동,2,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,3단계비만,M,3등급,마무리운동,4,상지 루틴 스트레칭
70대 이상,3단계비만,M,3등급,마무리운동,3,조깅
70대 이상,3단계비만,M,3등급,마무리운동,2,목 스트레칭
70대 이상,3단계비만,M,3등급,마무리운동,1,엉덩이 스트레칭
70대 이상,3단계비만,M,3등급,본운동,5,누워서 엉덩이 들어올리기
70대 이상,3단계비만,M,3등급,본운동,4,서서 상체 일으키기
70대 이상,3단계비만,M,3등급,본운동,3,누워서 다리 들어올리기
70대 이상,3단계비만,M,3등급,본운동,2,팔굽혀펴기
70대 이상,비만전단계비만,F,참가증,마무리운동,3,넙다리 뒤쪽 스트레칭
70대 이상,비만전단계비만,F,참가증,마무리운동,4,엉덩이 스트레칭2
70대 이상,비만전단계비만,F,참가증,마무리운동,5,목 스트레칭
70대 이상,2단계비만,F,참가증,본운동,5,밴드 걸고 옆으로 누워 다리 올리기
70대 이상,2단계비만,F,참가증,마무리운동,1,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,F,참가증,마무리운동,2,엉덩이 스트레칭2
70대 이상,2단계비만,F,참가증,마무리운동,3,목 스트레칭
70대 이상,2단계비만,F,참가증,마무리운동,4,넙다리 뒤쪽 스트레칭
70대 이상,2단계비만,F,참가증,마무리운동,5,옆구리 스트레칭
70대 이상,3단계비만,F,참가증,준비운동,5,몸통 들어올리기
70대 이상,3단계비만,F,참가증,본운동,1,벽에서 팔굽혀 펴기
70대 이상,3단계비만,M,참가증,본운동,1,팔굽혀 펴기
70대 이상,3단계비만,M,참가증,본운동,2,엎드려 버티기
70대 이상,3단계비만,M,참가증,본운동,3,윗몸올리기
70대 이상,3단계비만,M,참가증,본운동,4,앉았다 일어서기
70대 이상,3단계비만,M,참가증,본운동,5,줄넘기
70대 이상,3단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
70대 이상,3단계비만,M,참가증,마무리운동,2,상지 루틴 스트레칭
70대 이상,3단계비만,M,참가증,마무리운동,3,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,M,참가증,마무리운동,4,엉덩이 스트레칭2
70대 이상,3단계비만,M,참가증,마무리운동,5,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,M,3등급,본운동,1,엎드려서 팔 다리 들기
70대 이상,3단계비만,M,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,3단계비만,M,3등급,준비운동,4,가슴 어깨 펴기
70대 이상,3단계비만,M,3등급,준비운동,3,탄력밴드 어깨 가쪽 돌림
70대 이상,3단계비만,M,3등급,준비운동,2,옆구리늘리기
70대 이상,3단계비만,M,3등급,준비운동,1,짐볼을 이용한 동적 루틴 스트레칭
70대 이상,3단계비만,M,2등급,마무리운동,4,앉아서 다리 모으기
70대 이상,3단계비만,M,2등급,마무리운동,3,허리 스트레칭
70대 이상,3단계비만,M,2등급,마무리운동,2,등척성운동-벌림
70대 이상,3단계비만,M,2등급,마무리운동,1,앉아서 모으기
70대 이상,3단계비만,M,2등급,본운동,5,앉아서 뒤로 당기기
70대 이상,3단계비만,M,2등급,본운동,4,몸통 들어올리기
70대 이상,3단계비만,M,2등급,본운동,3,벽에서 팔굽혀 펴기
70대 이상,저체중,F,참가증,본운동,4,앉았다 일어서기
70대 이상,저체중,F,참가증,본운동,5,한발 앞으로 내밀고 앉았다 일어서기
70대 이상,저체중,F,참가증,마무리운동,1,넙다리 뒤쪽 스트레칭
70대 이상,저체중,F,참가증,마무리운동,2,등/어깨 뒤쪽 스트레칭
70대 이상,저체중,F,참가증,마무리운동,3,목 스트레칭
70대 이상,저체중,F,참가증,마무리운동,4,옆구리 스트레칭
70대 이상,저체중,F,참가증,마무리운동,5,엉덩이 스트레칭2
70대 이상,저체중,M,참가증,준비운동,1,목 스트레칭
70대 이상,저체중,M,참가증,준비운동,2,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,F,2등급,준비운동,1,어깨 스트레칭
70대 이상,비만전단계비만,F,2등급,준비운동,2,깍지 끼고 상체 숙이기
70대 이상,비만전단계비만,F,2등급,준비운동,3,양팔 벌려 전신 비틀기
70대 이상,3단계비만,M,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
70대 이상,3단계비만,M,2등급,본운동,1,목봉잡고 앉았다 일어나기
70대 이상,3단계비만,M,2등급,준비운동,5,양팔 벌려 전신 비틀기
70대 이상,3단계비만,M,2등급,준비운동,4,상지 루틴 스트레칭
70대 이상,3단계비만,M,2등급,준비운동,3,하지 루틴 스트레칭1
70대 이상,3단계비만,M,2등급,준비운동,2,무릎굽혀 원 그리기
70대 이상,3단계비만,M,2등급,준비운동,1,목 돌리기
70대 이상,3단계비만,F,참가증,준비운동,4,양팔 벌려 전신 비틀기
70대 이상,3단계비만,F,참가증,준비운동,3,깍지 끼고 상체 숙이기
70대 이상,3단계비만,F,참가증,준비운동,2,어깨 스트레칭
70대 이상,3단계비만,F,참가증,준비운동,1,팔꿈치 맞닿아 원그리기
70대 이상,2단계비만,M,참가증,마무리운동,5,엉덩이 스트레칭2
70대 이상,2단계비만,M,참가증,마무리운동,4,등/어깨 뒤쪽 스트레칭
70대 이상,2단계비만,M,참가증,마무리운동,3,목 스트레칭
70대 이상,2단계비만,M,참가증,마무리운동,2,상지 루틴 스트레칭
70대 이상,2단계비만,M,참가증,마무리운동,1,하지 루틴 스트레칭2
70대 이상,2단계비만,M,참가증,본운동,5,줄넘기
70대 이상,2단계비만,M,참가증,본운동,4,앉았다 일어서기
70대 이상,2단계비만,M,참가증,본운동,3,윗몸올리기
70대 이상,2단계비만,M,참가증,본운동,2,엎드려 버티기
70대 이상,2단계비만,M,참가증,본운동,1,팔굽혀 펴기
70대 이상,2단계비만,M,참가증,준비운동,5,어깨 스트레칭
70대 이상,2단계비만,M,참가증,준비운동,4,목 스트레칭
70대 이상,2단계비만,M,참가증,준비운동,3,유산소 운동 전 동적 루틴 스트레칭
70대 이상,2단계비만,M,참가증,준비운동,2,하지 루틴 스트레칭1
70대 이상,2단계비만,M,참가증,준비운동,1,상지 루틴 스트레칭
70대 이상,3단계비만,F,3등급,마무리운동,5,넙다리 뒤쪽 스트레칭
70대 이상,3단계비만,F,3등급,마무리운동,4,옆구리 스트레칭
70대 이상,3단계비만,F,3등급,마무리운동,3,등/어깨 뒤쪽 스트레칭
70대 이상,3단계비만,F,3등급,마무리운동,2,목 스트레칭
70대 이상,3단계비만,F,3등급,마무리운동,1,엉덩이 스트레칭2
70대 이상,3단계비만,F,3등급,본운동,5,누워서 다리 들어올리기
70대 이상,3단계비만,F,3등급,본운동,4,벽에서 팔굽혀 펴기
70대 이상,3단계비만,F,3등급,본운동,3,누워서 배가로근 수축 II
70대 이상,3단계비만,F,3등급,본운동,2,네발기기 자세로 팔 다리 들기
70대 이상,3단계비만,F,3등급,본운동,1,네발기기 자세에서 다리 위로 뻗어올리기
70대 이상,3단계비만,F,3등급,준비운동,5,폼롤러 이용 유연성운동 루틴 프로그램
70대 이상,3단계비만,F,3등급,준비운동,4,양팔 벌려 전신 비틀기
70대 이상,3단계비만,F,3등급,준비운동,3,깍지 끼고 상체 숙이기
70대 이상,3단계비만,F,3등급,준비운동,2,어깨 스트레칭
70대 이상,3단계비만,F,3등급,준비운동,1,팔꿈치 맞닿아 원그리기
70대 이상,3단계비만,F,2등급,본운동,4,몸통 들어올리기
70대 이상,3단계비만,F,2등급,본운동,3,밴드 잡고 누워서 다리 밀기
70대 이상,비만전단계비만,F,2등급,준비운동,4,팔꿈치 맞닿아 원그리기
70대 이상,비만전단계비만,F,2등급,준비운동,5,몸통 들어올리기
70대 이상,비만전단계비만,F,2등급,본운동,1,벽에서 팔굽혀 펴기
70대 이상,비만전단계비만,F,2등급,본운동,2,밴드 잡고 누워서 다리 밀기
70대 이상,비만전단계비만,F,2등급,본운동,3,목봉잡고 앉았다 일어나기
70대 이상,비만전단계비만,F,2등급,본운동,4,몸통 들어올리기
70대 이상,비만전단계비만,F,2등급,본운동,5,볼 튕기면서 스쿼트
70대 이상,비만전단계비만,F,2등급,마무리운동,1,짐볼 앉기 평형성 운동 루틴 프로그램
70대 이상,비만전단계비만,F,2등급,마무리운동,2,무릎굽혀 원 그리기
70대 이상,비만전단계비만,F,2등급,마무리운동,3,목 스트레칭
70대 이상,비만전단계비만,F,2등급,마무리운동,4,등/어깨 뒤쪽 스트레칭
70대 이상,비만전단계비만,F,2등급,마무리운동,5,엉덩이 스트레칭2
70대 이상,비만전단계비만,F,3등급,준비운동,1,허리 스트레칭
70대 이상,비만전단계비만,F,3등급,준비운동,2,팔꿈치 맞닿아 원그리기
70대 이상,비만전단계비만,F,3등급,준비운동,3,양팔 벌려 전신 비틀기
70대 이상,비만전단계비만,F,3등급,준비운동,4,깍지 끼고 상체 숙이기
70대 이상,비만전단계비만,F,3등급,준비운동,5,어깨 스트레칭
70대 이상,비만전단계비만,F,3등급,본운동,1,하지 루틴 스트레칭1
70대 이상,비만전단계비만,F,3등급,본운동,2,상지 루틴 스트레칭
70대 이상,비만전단계비만,F,3등급,본운동,3,좌식생활자를 위한 동적 루틴 스트레칭
70대 이상,비만전단계비만,F,3등급,본운동,4,전신 루틴 스트레칭
70대 이상,비만전단계비만,F,3등급,본운동,5,엉덩이 스트레칭
70대 이상,비만전단계비만,F,3등급,마무리운동,1,조깅
70대 이상,비만전단계비만,F,3등급,마무리운동,2,엉덩이 스트레칭2
70대 이상,비만전단계비만,F,3등급,마무리운동,3,옆구리 스트레칭
70대 이상,비만전단계비만,F,3등급,마무리운동,4,목 스트레칭
70대 이상,비만전단계비만,F,3등급,마무리운동,5,넙다리 뒤쪽 스트레칭
70대 이상,저체중,M,참가증,본운동,5,앉았다 일어서기
70대 이상,저체중,M,참가증,마무리운동,1,하지 루틴 스트레칭2
70대 이상,저체중,M,참가증,마무리운동,2,상지 루틴 스트레칭
